"_id","_labels","ROlle","Rolle","UNIQUE IMPORT ID","definition","humanname","info","unit","value","_start","_end","_type"
,,,,,,,,,,"393","60","right"
,,,,,,,,,,"396","66","right"
,,,,,,,,,,"398","55","right"
,,,,,,,,,,"402","63","right"
,,,,,,,,,,"407","60","right"
,,,,,,,,,,"410","66","right"
,,,,,,,,,,"412","45","right"
,,,,,,,,,,"416","58","right"
,,,,,,,,,,"419","49","right"
,,,,,,,,,,"423","38","right"
,,,,,,,,,,"427","59","right"
,,,,,,,,,,"429","60","right"
,,,,,,,,,,"433","62","right"
,,,,,,,,,,"436","49","right"
,,,,,,,,,,"440","38","right"
,,,,,,,,,,"444","59","right"
,,,,,,,,,,"446","55","right"
,,,,,,,,,,"450","63","right"
,,,,,,,,,,"453","49","right"
,,,,,,,,,,"457","38","right"
,,,,,,,,,,"461","59","right"
,,,,,,,,,,"463","45","right"
,,,,,,,,,,"467","58","right"
,,,,,,,,,,"473","60","right"
,,,,,,,,,,"476","66","right"
,,,,,,,,,,"478","60","right"
,,,,,,,,,,"482","62","right"
,,,,,,,,,,"488","60","right"
,,,,,,,,,,"491","66","right"
,,,,,,,,,,"493","55","right"
,,,,,,,,,,"497","63","right"
,,,,,,,,,,"503","60","right"
,,,,,,,,,,"506","66","right"
,,,,,,,,,,"508","45","right"
,,,,,,,,,,"512","38","right"
,,,,,,,,,,"515","38","right"
,,,,,,,,,,"518","37","right"
,,,,,,,,,,"519","55","right"
,,,,,,,,,,"522","55","right"
,,,,,,,,,,"526","70","right"
,,,,,,,,,,"533","37","right"
,,,,,,,,,,"542","37","right"
,,,,,,,,,,"578","38","right"
,,,,,,,,,,"580","38","right"
,,,,,,,,,,"584","38","right"
,,,,,,,,,,"587","38","right"
,,,,,,,,,,"589","38","right"
,,,,,,,,,,"604","38","right"
,,,,,,,,,,"607","38","right"
,,,,,,,,,,"183","176","left"
,,,,,,,,,,"183","812","left"
,,,,,,,,,,"819","176","left"
,,,,,,,,,,"819","812","left"
,,,,,,,,,,"190","188","left"
,,,,,,,,,,"190","824","left"
,,,,,,,,,,"826","188","left"
,,,,,,,,,,"826","824","left"
,,,,,,,,,,"196","195","left"
,,,,,,,,,,"196","831","left"
,,,,,,,,,,"832","195","left"
,,,,,,,,,,"832","831","left"
,,,,,,,,,,"201","199","left"
,,,,,,,,,,"201","835","left"
,,,,,,,,,,"837","199","left"
,,,,,,,,,,"837","835","left"
,,,,,,,,,,"202","197","left"
,,,,,,,,,,"202","833","left"
,,,,,,,,,,"838","197","left"
,,,,,,,,,,"838","833","left"
,,,,,,,,,,"203","196","left"
,,,,,,,,,,"203","832","left"
,,,,,,,,,,"839","196","left"
,,,,,,,,,,"839","832","left"
,,,,,,,,,,"211","210","left"
,,,,,,,,,,"211","846","left"
,,,,,,,,,,"847","210","left"
,,,,,,,,,,"847","846","left"
,,,,,,,,,,"216","214","left"
,,,,,,,,,,"216","850","left"
,,,,,,,,,,"852","214","left"
,,,,,,,,,,"852","850","left"
,,,,,,,,,,"219","217","left"
,,,,,,,,,,"219","853","left"
,,,,,,,,,,"855","217","left"
,,,,,,,,,,"855","853","left"
,,,,,,,,,,"225","223","left"
,,,,,,,,,,"225","859","left"
,,,,,,,,,,"861","223","left"
,,,,,,,,,,"861","859","left"
,,,,,,,,,,"226","222","left"
,,,,,,,,,,"226","858","left"
,,,,,,,,,,"862","222","left"
,,,,,,,,,,"862","858","left"
,,,,,,,,,,"227","219","left"
,,,,,,,,,,"227","855","left"
,,,,,,,,,,"863","219","left"
,,,,,,,,,,"863","855","left"
,,,,,,,,,,"228","216","left"
,,,,,,,,,,"228","852","left"
,,,,,,,,,,"864","216","left"
,,,,,,,,,,"864","852","left"
,,,,,,,,,,"230","229","left"
,,,,,,,,,,"230","865","left"
,,,,,,,,,,"866","229","left"
,,,,,,,,,,"866","865","left"
,,,,,,,,,,"231","228","left"
,,,,,,,,,,"231","864","left"
,,,,,,,,,,"867","228","left"
,,,,,,,,,,"867","864","left"
,,,,,,,,,,"232","213","left"
,,,,,,,,,,"232","849","left"
,,,,,,,,,,"868","213","left"
,,,,,,,,,,"868","849","left"
,,,,,,,,,,"236","234","left"
,,,,,,,,,,"236","870","left"
,,,,,,,,,,"872","234","left"
,,,,,,,,,,"872","870","left"
,,,,,,,,,,"240","239","left"
,,,,,,,,,,"240","875","left"
,,,,,,,,,,"876","239","left"
,,,,,,,,,,"876","875","left"
,,,,,,,,,,"246","244","left"
,,,,,,,,,,"246","880","left"
,,,,,,,,,,"882","244","left"
,,,,,,,,,,"882","880","left"
,,,,,,,,,,"251","248","left"
,,,,,,,,,,"251","884","left"
,,,,,,,,,,"887","248","left"
,,,,,,,,,,"887","884","left"
,,,,,,,,,,"252","246","left"
,,,,,,,,,,"252","882","left"
,,,,,,,,,,"888","246","left"
,,,,,,,,,,"888","882","left"
,,,,,,,,,,"258","256","left"
,,,,,,,,,,"258","892","left"
,,,,,,,,,,"894","256","left"
,,,,,,,,,,"894","892","left"
,,,,,,,,,,"263","261","left"
,,,,,,,,,,"263","897","left"
,,,,,,,,,,"899","261","left"
,,,,,,,,,,"899","897","left"
,,,,,,,,,,"271","268","left"
,,,,,,,,,,"271","904","left"
,,,,,,,,,,"907","268","left"
,,,,,,,,,,"907","904","left"
,,,,,,,,,,"272","266","left"
,,,,,,,,,,"272","902","left"
,,,,,,,,,,"908","266","left"
,,,,,,,,,,"908","902","left"
,,,,,,,,,,"279","277","left"
,,,,,,,,,,"279","913","left"
,,,,,,,,,,"915","277","left"
,,,,,,,,,,"915","913","left"
,,,,,,,,,,"285","282","left"
,,,,,,,,,,"285","918","left"
,,,,,,,,,,"921","282","left"
,,,,,,,,,,"921","918","left"
,,,,,,,,,,"286","280","left"
,,,,,,,,,,"286","916","left"
,,,,,,,,,,"922","280","left"
,,,,,,,,,,"922","916","left"
,,,,,,,,,,"287","279","left"
,,,,,,,,,,"287","915","left"
,,,,,,,,,,"923","279","left"
,,,,,,,,,,"923","915","left"
,,,,,,,,,,"293","291","left"
,,,,,,,,,,"293","927","left"
,,,,,,,,,,"929","291","left"
,,,,,,,,,,"929","927","left"
,,,,,,,,,,"298","296","left"
,,,,,,,,,,"298","932","left"
,,,,,,,,,,"934","296","left"
,,,,,,,,,,"934","932","left"
,,,,,,,,,,"312","311","left"
,,,,,,,,,,"312","947","left"
,,,,,,,,,,"948","311","left"
,,,,,,,,,,"948","947","left"
,,,,,,,,,,"313","309","left"
,,,,,,,,,,"313","945","left"
,,,,,,,,,,"949","309","left"
,,,,,,,,,,"949","945","left"
,,,,,,,,,,"320","319","left"
,,,,,,,,,,"320","955","left"
,,,,,,,,,,"956","319","left"
,,,,,,,,,,"956","955","left"
,,,,,,,,,,"321","317","left"
,,,,,,,,,,"321","953","left"
,,,,,,,,,,"957","317","left"
,,,,,,,,,,"957","953","left"
,,,,,,,,,,"329","328","left"
,,,,,,,,,,"329","964","left"
,,,,,,,,,,"965","328","left"
,,,,,,,,,,"965","964","left"
,,,,,,,,,,"331","330","left"
,,,,,,,,,,"331","966","left"
,,,,,,,,,,"967","330","left"
,,,,,,,,,,"967","966","left"
,,,,,,,,,,"333","331","left"
,,,,,,,,,,"333","967","left"
,,,,,,,,,,"969","331","left"
,,,,,,,,,,"969","967","left"
,,,,,,,,,,"334","329","left"
,,,,,,,,,,"334","965","left"
,,,,,,,,,,"970","329","left"
,,,,,,,,,,"970","965","left"
,,,,,,,,,,"337","335","left"
,,,,,,,,,,"337","971","left"
,,,,,,,,,,"973","335","left"
,,,,,,,,,,"973","971","left"
,,,,,,,,,,"339","337","left"
,,,,,,,,,,"339","973","left"
,,,,,,,,,,"975","337","left"
,,,,,,,,,,"975","973","left"
,,,,,,,,,,"345","344","left"
,,,,,,,,,,"345","980","left"
,,,,,,,,,,"981","344","left"
,,,,,,,,,,"981","980","left"
,,,,,,,,,,"347","346","left"
,,,,,,,,,,"347","982","left"
,,,,,,,,,,"983","346","left"
,,,,,,,,,,"983","982","left"
,,,,,,,,,,"349","347","left"
,,,,,,,,,,"349","983","left"
,,,,,,,,,,"985","347","left"
,,,,,,,,,,"985","983","left"
,,,,,,,,,,"350","345","left"
,,,,,,,,,,"350","981","left"
,,,,,,,,,,"986","345","left"
,,,,,,,,,,"986","981","left"
,,,,,,,,,,"353","351","left"
,,,,,,,,,,"353","987","left"
,,,,,,,,,,"989","351","left"
,,,,,,,,,,"989","987","left"
,,,,,,,,,,"355","353","left"
,,,,,,,,,,"355","989","left"
,,,,,,,,,,"991","353","left"
,,,,,,,,,,"991","989","left"
,,,,,,,,,,"361","360","left"
,,,,,,,,,,"361","996","left"
,,,,,,,,,,"997","360","left"
,,,,,,,,,,"997","996","left"
,,,,,,,,,,"363","362","left"
,,,,,,,,,,"363","998","left"
,,,,,,,,,,"999","362","left"
,,,,,,,,,,"999","998","left"
,,,,,,,,,,"365","363","left"
,,,,,,,,,,"365","999","left"
,,,,,,,,,,"1001","363","left"
,,,,,,,,,,"1001","999","left"
,,,,,,,,,,"366","361","left"
,,,,,,,,,,"366","997","left"
,,,,,,,,,,"1002","361","left"
,,,,,,,,,,"1002","997","left"
,,,,,,,,,,"369","367","left"
,,,,,,,,,,"369","1003","left"
,,,,,,,,,,"1005","367","left"
,,,,,,,,,,"1005","1003","left"
,,,,,,,,,,"371","369","left"
,,,,,,,,,,"371","1005","left"
,,,,,,,,,,"1007","369","left"
,,,,,,,,,,"1007","1005","left"
,,,,,,,,,,"378","377","left"
,,,,,,,,,,"378","1013","left"
,,,,,,,,,,"1014","377","left"
,,,,,,,,,,"1014","1013","left"
,,,,,,,,,,"379","378","left"
,,,,,,,,,,"379","1014","left"
,,,,,,,,,,"1015","378","left"
,,,,,,,,,,"1015","1014","left"
,,,,,,,,,,"380","376","left"
,,,,,,,,,,"380","1012","left"
,,,,,,,,,,"1016","376","left"
,,,,,,,,,,"1016","1012","left"
,,,,,,,,,,"383","381","left"
,,,,,,,,,,"383","1017","left"
,,,,,,,,,,"1019","381","left"
,,,,,,,,,,"1019","1017","left"
,,,,,,,,,,"385","383","left"
,,,,,,,,,,"385","1019","left"
,,,,,,,,,,"1021","383","left"
,,,,,,,,,,"1021","1019","left"
,,,,,,,,,,"392","391","left"
,,,,,,,,,,"392","1027","left"
,,,,,,,,,,"1028","391","left"
,,,,,,,,,,"1028","1027","left"
,,,,,,,,,,"393","392","left"
,,,,,,,,,,"393","1028","left"
,,,,,,,,,,"1029","392","left"
,,,,,,,,,,"1029","1028","left"
,,,,,,,,,,"394","390","left"
,,,,,,,,,,"394","1026","left"
,,,,,,,,,,"1030","390","left"
,,,,,,,,,,"1030","1026","left"
,,,,,,,,,,"397","395","left"
,,,,,,,,,,"397","1031","left"
,,,,,,,,,,"1033","395","left"
,,,,,,,,,,"1033","1031","left"
,,,,,,,,,,"399","397","left"
,,,,,,,,,,"399","1033","left"
,,,,,,,,,,"1035","397","left"
,,,,,,,,,,"1035","1033","left"
,,,,,,,,,,"406","405","left"
,,,,,,,,,,"406","1041","left"
,,,,,,,,,,"1042","405","left"
,,,,,,,,,,"1042","1041","left"
,,,,,,,,,,"407","406","left"
,,,,,,,,,,"407","1042","left"
,,,,,,,,,,"1043","406","left"
,,,,,,,,,,"1043","1042","left"
,,,,,,,,,,"408","404","left"
,,,,,,,,,,"408","1040","left"
,,,,,,,,,,"1044","404","left"
,,,,,,,,,,"1044","1040","left"
,,,,,,,,,,"411","409","left"
,,,,,,,,,,"411","1045","left"
,,,,,,,,,,"1047","409","left"
,,,,,,,,,,"1047","1045","left"
,,,,,,,,,,"413","411","left"
,,,,,,,,,,"413","1047","left"
,,,,,,,,,,"1049","411","left"
,,,,,,,,,,"1049","1047","left"
,,,,,,,,,,"419","418","left"
,,,,,,,,,,"419","1054","left"
,,,,,,,,,,"1055","418","left"
,,,,,,,,,,"1055","1054","left"
,,,,,,,,,,"422","420","left"
,,,,,,,,,,"422","1056","left"
,,,,,,,,,,"1058","420","left"
,,,,,,,,,,"1058","1056","left"
,,,,,,,,,,"424","422","left"
,,,,,,,,,,"424","1058","left"
,,,,,,,,,,"1060","422","left"
,,,,,,,,,,"1060","1058","left"
,,,,,,,,,,"425","419","left"
,,,,,,,,,,"425","1055","left"
,,,,,,,,,,"1061","419","left"
,,,,,,,,,,"1061","1055","left"
,,,,,,,,,,"428","426","left"
,,,,,,,,,,"428","1062","left"
,,,,,,,,,,"1064","426","left"
,,,,,,,,,,"1064","1062","left"
,,,,,,,,,,"430","428","left"
,,,,,,,,,,"430","1064","left"
,,,,,,,,,,"1066","428","left"
,,,,,,,,,,"1066","1064","left"
,,,,,,,,,,"436","435","left"
,,,,,,,,,,"436","1071","left"
,,,,,,,,,,"1072","435","left"
,,,,,,,,,,"1072","1071","left"
,,,,,,,,,,"439","437","left"
,,,,,,,,,,"439","1073","left"
,,,,,,,,,,"1075","437","left"
,,,,,,,,,,"1075","1073","left"
,,,,,,,,,,"441","439","left"
,,,,,,,,,,"441","1075","left"
,,,,,,,,,,"1077","439","left"
,,,,,,,,,,"1077","1075","left"
,,,,,,,,,,"442","436","left"
,,,,,,,,,,"442","1072","left"
,,,,,,,,,,"1078","436","left"
,,,,,,,,,,"1078","1072","left"
,,,,,,,,,,"445","443","left"
,,,,,,,,,,"445","1079","left"
,,,,,,,,,,"1081","443","left"
,,,,,,,,,,"1081","1079","left"
,,,,,,,,,,"447","445","left"
,,,,,,,,,,"447","1081","left"
,,,,,,,,,,"1083","445","left"
,,,,,,,,,,"1083","1081","left"
,,,,,,,,,,"453","452","left"
,,,,,,,,,,"453","1088","left"
,,,,,,,,,,"1089","452","left"
,,,,,,,,,,"1089","1088","left"
,,,,,,,,,,"456","454","left"
,,,,,,,,,,"456","1090","left"
,,,,,,,,,,"1092","454","left"
,,,,,,,,,,"1092","1090","left"
,,,,,,,,,,"458","456","left"
,,,,,,,,,,"458","1092","left"
,,,,,,,,,,"1094","456","left"
,,,,,,,,,,"1094","1092","left"
,,,,,,,,,,"459","453","left"
,,,,,,,,,,"459","1089","left"
,,,,,,,,,,"1095","453","left"
,,,,,,,,,,"1095","1089","left"
,,,,,,,,,,"462","460","left"
,,,,,,,,,,"462","1096","left"
,,,,,,,,,,"1098","460","left"
,,,,,,,,,,"1098","1096","left"
,,,,,,,,,,"464","462","left"
,,,,,,,,,,"464","1098","left"
,,,,,,,,,,"1100","462","left"
,,,,,,,,,,"1100","1098","left"
,,,,,,,,,,"472","470","left"
,,,,,,,,,,"472","1106","left"
,,,,,,,,,,"1108","470","left"
,,,,,,,,,,"1108","1106","left"
,,,,,,,,,,"473","472","left"
,,,,,,,,,,"473","1108","left"
,,,,,,,,,,"1109","472","left"
,,,,,,,,,,"1109","1108","left"
,,,,,,,,,,"474","469","left"
,,,,,,,,,,"474","1105","left"
,,,,,,,,,,"1110","469","left"
,,,,,,,,,,"1110","1105","left"
,,,,,,,,,,"477","475","left"
,,,,,,,,,,"477","1111","left"
,,,,,,,,,,"1113","475","left"
,,,,,,,,,,"1113","1111","left"
,,,,,,,,,,"479","477","left"
,,,,,,,,,,"479","1113","left"
,,,,,,,,,,"1115","477","left"
,,,,,,,,,,"1115","1113","left"
,,,,,,,,,,"487","485","left"
,,,,,,,,,,"487","1121","left"
,,,,,,,,,,"1123","485","left"
,,,,,,,,,,"1123","1121","left"
,,,,,,,,,,"488","487","left"
,,,,,,,,,,"488","1123","left"
,,,,,,,,,,"1124","487","left"
,,,,,,,,,,"1124","1123","left"
,,,,,,,,,,"489","484","left"
,,,,,,,,,,"489","1120","left"
,,,,,,,,,,"1125","484","left"
,,,,,,,,,,"1125","1120","left"
,,,,,,,,,,"492","490","left"
,,,,,,,,,,"492","1126","left"
,,,,,,,,,,"1128","490","left"
,,,,,,,,,,"1128","1126","left"
,,,,,,,,,,"494","492","left"
,,,,,,,,,,"494","1128","left"
,,,,,,,,,,"1130","492","left"
,,,,,,,,,,"1130","1128","left"
,,,,,,,,,,"502","500","left"
,,,,,,,,,,"502","1136","left"
,,,,,,,,,,"1138","500","left"
,,,,,,,,,,"1138","1136","left"
,,,,,,,,,,"503","502","left"
,,,,,,,,,,"503","1138","left"
,,,,,,,,,,"1139","502","left"
,,,,,,,,,,"1139","1138","left"
,,,,,,,,,,"504","499","left"
,,,,,,,,,,"504","1135","left"
,,,,,,,,,,"1140","499","left"
,,,,,,,,,,"1140","1135","left"
,,,,,,,,,,"507","505","left"
,,,,,,,,,,"507","1141","left"
,,,,,,,,,,"1143","505","left"
,,,,,,,,,,"1143","1141","left"
,,,,,,,,,,"509","507","left"
,,,,,,,,,,"509","1143","left"
,,,,,,,,,,"1145","507","left"
,,,,,,,,,,"1145","1143","left"
,,,,,,,,,,"515","514","left"
,,,,,,,,,,"515","1150","left"
,,,,,,,,,,"1151","514","left"
,,,,,,,,,,"1151","1150","left"
,,,,,,,,,,"516","512","left"
,,,,,,,,,,"516","1148","left"
,,,,,,,,,,"1152","512","left"
,,,,,,,,,,"1152","1148","left"
,,,,,,,,,,"519","518","left"
,,,,,,,,,,"519","1154","left"
,,,,,,,,,,"1155","518","left"
,,,,,,,,,,"1155","1154","left"
,,,,,,,,,,"522","521","left"
,,,,,,,,,,"522","1157","left"
,,,,,,,,,,"1158","521","left"
,,,,,,,,,,"1158","1157","left"
,,,,,,,,,,"523","522","left"
,,,,,,,,,,"523","1158","left"
,,,,,,,,,,"1159","522","left"
,,,,,,,,,,"1159","1158","left"
,,,,,,,,,,"524","520","left"
,,,,,,,,,,"524","1156","left"
,,,,,,,,,,"1160","520","left"
,,,,,,,,,,"1160","1156","left"
,,,,,,,,,,"526","525","left"
,,,,,,,,,,"526","1161","left"
,,,,,,,,,,"1162","525","left"
,,,,,,,,,,"1162","1161","left"
,,,,,,,,,,"534","532","left"
,,,,,,,,,,"534","1168","left"
,,,,,,,,,,"1170","532","left"
,,,,,,,,,,"1170","1168","left"
,,,,,,,,,,"536","530","left"
,,,,,,,,,,"536","1166","left"
,,,,,,,,,,"1172","530","left"
,,,,,,,,,,"1172","1166","left"
,,,,,,,,,,"537","529","left"
,,,,,,,,,,"537","1165","left"
,,,,,,,,,,"1173","529","left"
,,,,,,,,,,"1173","1165","left"
,,,,,,,,,,"543","541","left"
,,,,,,,,,,"543","1177","left"
,,,,,,,,,,"1179","541","left"
,,,,,,,,,,"1179","1177","left"
,,,,,,,,,,"545","539","left"
,,,,,,,,,,"545","1175","left"
,,,,,,,,,,"1181","539","left"
,,,,,,,,,,"1181","1175","left"
,,,,,,,,,,"546","538","left"
,,,,,,,,,,"546","1174","left"
,,,,,,,,,,"1182","538","left"
,,,,,,,,,,"1182","1174","left"
,,,,,,,,,,"551","548","left"
,,,,,,,,,,"551","1184","left"
,,,,,,,,,,"1187","548","left"
,,,,,,,,,,"1187","1184","left"
,,,,,,,,,,"556","553","left"
,,,,,,,,,,"556","1189","left"
,,,,,,,,,,"1192","553","left"
,,,,,,,,,,"1192","1189","left"
,,,,,,,,,,"558","551","left"
,,,,,,,,,,"558","1187","left"
,,,,,,,,,,"1194","551","left"
,,,,,,,,,,"1194","1187","left"
,,,,,,,,,,"562","560","left"
,,,,,,,,,,"562","1196","left"
,,,,,,,,,,"1198","560","left"
,,,,,,,,,,"1198","1196","left"
,,,,,,,,,,"565","562","left"
,,,,,,,,,,"565","1198","left"
,,,,,,,,,,"1201","562","left"
,,,,,,,,,,"1201","1198","left"
,,,,,,,,,,"570","567","left"
,,,,,,,,,,"570","1203","left"
,,,,,,,,,,"1206","567","left"
,,,,,,,,,,"1206","1203","left"
,,,,,,,,,,"572","565","left"
,,,,,,,,,,"572","1201","left"
,,,,,,,,,,"1208","565","left"
,,,,,,,,,,"1208","1201","left"
,,,,,,,,,,"578","577","left"
,,,,,,,,,,"578","1213","left"
,,,,,,,,,,"1214","577","left"
,,,,,,,,,,"1214","1213","left"
,,,,,,,,,,"580","579","left"
,,,,,,,,,,"580","1215","left"
,,,,,,,,,,"1216","579","left"
,,,,,,,,,,"1216","1215","left"
,,,,,,,,,,"581","578","left"
,,,,,,,,,,"581","1214","left"
,,,,,,,,,,"1217","578","left"
,,,,,,,,,,"1217","1214","left"
,,,,,,,,,,"584","583","left"
,,,,,,,,,,"584","1219","left"
,,,,,,,,,,"1220","583","left"
,,,,,,,,,,"1220","1219","left"
,,,,,,,,,,"587","586","left"
,,,,,,,,,,"587","1222","left"
,,,,,,,,,,"1223","586","left"
,,,,,,,,,,"1223","1222","left"
,,,,,,,,,,"589","588","left"
,,,,,,,,,,"589","1224","left"
,,,,,,,,,,"1225","588","left"
,,,,,,,,,,"1225","1224","left"
,,,,,,,,,,"590","587","left"
,,,,,,,,,,"590","1223","left"
,,,,,,,,,,"1226","587","left"
,,,,,,,,,,"1226","1223","left"
,,,,,,,,,,"591","584","left"
,,,,,,,,,,"591","1220","left"
,,,,,,,,,,"1227","584","left"
,,,,,,,,,,"1227","1220","left"
,,,,,,,,,,"597","596","left"
,,,,,,,,,,"597","1232","left"
,,,,,,,,,,"1233","596","left"
,,,,,,,,,,"1233","1232","left"
,,,,,,,,,,"598","593","left"
,,,,,,,,,,"598","1229","left"
,,,,,,,,,,"1234","593","left"
,,,,,,,,,,"1234","1229","left"
,,,,,,,,,,"604","603","left"
,,,,,,,,,,"604","1239","left"
,,,,,,,,,,"1240","603","left"
,,,,,,,,,,"1240","1239","left"
,,,,,,,,,,"607","606","left"
,,,,,,,,,,"607","1242","left"
,,,,,,,,,,"1243","606","left"
,,,,,,,,,,"1243","1242","left"
,,,,,,,,,,"613","612","left"
,,,,,,,,,,"613","1248","left"
,,,,,,,,,,"1249","612","left"
,,,,,,,,,,"1249","1248","left"
,,,,,,,,,,"614","609","left"
,,,,,,,,,,"614","1245","left"
,,,,,,,,,,"1250","609","left"
,,,,,,,,,,"1250","1245","left"
,,,,,,,,,,"148","618","_if"
,,,,,,,,,,"148","1254","_if"
,,,,,,,,,,"784","618","_if"
,,,,,,,,,,"784","1254","_if"
,,,,,,,,,,"160","619","_if"
,,,,,,,,,,"160","1255","_if"
,,,,,,,,,,"796","619","_if"
,,,,,,,,,,"796","1255","_if"
,,,,,,,,,,"174","622","_if"
,,,,,,,,,,"174","1258","_if"
,,,,,,,,,,"810","622","_if"
,,,,,,,,,,"810","1258","_if"
,,,,,,,,,,"186","625","_if"
,,,,,,,,,,"186","1261","_if"
,,,,,,,,,,"822","625","_if"
,,,,,,,,,,"822","1261","_if"
,,,,,,,,,,"194","628","_if"
,,,,,,,,,,"194","1264","_if"
,,,,,,,,,,"830","628","_if"
,,,,,,,,,,"830","1264","_if"
,,,,,,,,,,"207","631","_if"
,,,,,,,,,,"207","1267","_if"
,,,,,,,,,,"843","631","_if"
,,,,,,,,,,"843","1267","_if"
,,,,,,,,,,"259","632","_if"
,,,,,,,,,,"259","1268","_if"
,,,,,,,,,,"895","632","_if"
,,,,,,,,,,"895","1268","_if"
,,,,,,,,,,"260","633","_if"
,,,,,,,,,,"260","1269","_if"
,,,,,,,,,,"896","633","_if"
,,,,,,,,,,"896","1269","_if"
,,,,,,,,,,"275","634","_if"
,,,,,,,,,,"275","1270","_if"
,,,,,,,,,,"911","634","_if"
,,,,,,,,,,"911","1270","_if"
,,,,,,,,,,"290","635","_if"
,,,,,,,,,,"290","1271","_if"
,,,,,,,,,,"926","635","_if"
,,,,,,,,,,"926","1271","_if"
,,,,,,,,,,"141","37","left"
,,,,,,,,,,"141","673","left"
,,,,,,,,,,"777","37","left"
,,,,,,,,,,"777","673","left"
,,,,,,,,,,"152","37","left"
,,,,,,,,,,"152","673","left"
,,,,,,,,,,"788","37","left"
,,,,,,,,,,"788","673","left"
,,,,,,,,,,"159","40","left"
,,,,,,,,,,"159","676","left"
,,,,,,,,,,"795","40","left"
,,,,,,,,,,"795","676","left"
,,,,,,,,,,"168","37","left"
,,,,,,,,,,"168","673","left"
,,,,,,,,,,"804","37","left"
,,,,,,,,,,"804","673","left"
,,,,,,,,,,"178","37","left"
,,,,,,,,,,"178","673","left"
,,,,,,,,,,"814","37","left"
,,,,,,,,,,"814","673","left"
,,,,,,,,,,"187","37","left"
,,,,,,,,,,"187","673","left"
,,,,,,,,,,"823","37","left"
,,,,,,,,,,"823","673","left"
,,,,,,,,,,"193","40","left"
,,,,,,,,,,"193","676","left"
,,,,,,,,,,"829","40","left"
,,,,,,,,,,"829","676","left"
,,,,,,,,,,"198","37","left"
,,,,,,,,,,"198","673","left"
,,,,,,,,,,"834","37","left"
,,,,,,,,,,"834","673","left"
,,,,,,,,,,"206","40","left"
,,,,,,,,,,"206","676","left"
,,,,,,,,,,"842","40","left"
,,,,,,,,,,"842","676","left"
,,,,,,,,,,"215","42","left"
,,,,,,,,,,"215","678","left"
,,,,,,,,,,"851","42","left"
,,,,,,,,,,"851","678","left"
,,,,,,,,,,"218","42","left"
,,,,,,,,,,"218","678","left"
,,,,,,,,,,"854","42","left"
,,,,,,,,,,"854","678","left"
,,,,,,,,,,"224","42","left"
,,,,,,,,,,"224","678","left"
,,,,,,,,,,"860","42","left"
,,,,,,,,,,"860","678","left"
,,,,,,,,,,"245","43","left"
,,,,,,,,,,"245","679","left"
,,,,,,,,,,"881","43","left"
,,,,,,,,,,"881","679","left"
,,,,,,,,,,"247","38","left"
,,,,,,,,,,"247","674","left"
,,,,,,,,,,"883","38","left"
,,,,,,,,,,"883","674","left"
,,,,,,,,,,"249","46","left"
,,,,,,,,,,"249","682","left"
,,,,,,,,,,"885","46","left"
,,,,,,,,,,"885","682","left"
,,,,,,,,,,"262","42","left"
,,,,,,,,,,"262","678","left"
,,,,,,,,,,"898","42","left"
,,,,,,,,,,"898","678","left"
,,,,,,,,,,"265","43","left"
,,,,,,,,,,"265","679","left"
,,,,,,,,,,"901","43","left"
,,,,,,,,,,"901","679","left"
,,,,,,,,,,"267","38","left"
,,,,,,,,,,"267","674","left"
,,,,,,,,,,"903","38","left"
,,,,,,,,,,"903","674","left"
,,,,,,,,,,"269","46","left"
,,,,,,,,,,"269","682","left"
,,,,,,,,,,"905","46","left"
,,,,,,,,,,"905","682","left"
,,,,,,,,,,"278","43","left"
,,,,,,,,,,"278","679","left"
,,,,,,,,,,"914","43","left"
,,,,,,,,,,"914","679","left"
,,,,,,,,,,"281","38","left"
,,,,,,,,,,"281","674","left"
,,,,,,,,,,"917","38","left"
,,,,,,,,,,"917","674","left"
,,,,,,,,,,"283","46","left"
,,,,,,,,,,"283","682","left"
,,,,,,,,,,"919","46","left"
,,,,,,,,,,"919","682","left"
,,,,,,,,,,"297","42","left"
,,,,,,,,,,"297","678","left"
,,,,,,,,,,"933","42","left"
,,,,,,,,,,"933","678","left"
,,,,,,,,,,"314","48","left"
,,,,,,,,,,"314","684","left"
,,,,,,,,,,"950","48","left"
,,,,,,,,,,"950","684","left"
,,,,,,,,,,"322","52","left"
,,,,,,,,,,"322","688","left"
,,,,,,,,,,"958","52","left"
,,,,,,,,,,"958","688","left"
,,,,,,,,,,"327","57","left"
,,,,,,,,,,"327","693","left"
,,,,,,,,,,"963","57","left"
,,,,,,,,,,"963","693","left"
,,,,,,,,,,"328","56","left"
,,,,,,,,,,"328","692","left"
,,,,,,,,,,"964","56","left"
,,,,,,,,,,"964","692","left"
,,,,,,,,,,"332","55","left"
,,,,,,,,,,"332","691","left"
,,,,,,,,,,"968","55","left"
,,,,,,,,,,"968","691","left"
,,,,,,,,,,"335","55","left"
,,,,,,,,,,"335","691","left"
,,,,,,,,,,"971","55","left"
,,,,,,,,,,"971","691","left"
,,,,,,,,,,"340","54","left"
,,,,,,,,,,"340","690","left"
,,,,,,,,,,"976","54","left"
,,,,,,,,,,"976","690","left"
,,,,,,,,,,"343","61","left"
,,,,,,,,,,"343","697","left"
,,,,,,,,,,"979","61","left"
